[2024-03-26 18:43:04,650] multiqc                                            [DEBUG  ]  This is MultiQC v1.13
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LG_EC_ATAC_REP1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/BR_EC_ATAC_REP1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/BR_EC_ATAC_REP1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LG_EC_ATAC_REP3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LV_EC_ATAC_REP3_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/BR_EC_ATAC_REP2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/LG_EC_ATAC_REP4_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,136] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping './fastqc/BR_EC_ATAC_REP3_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2024-03-26 18:43:30,137] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 22 reports
[2024-03-26 18:43:40,848] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,848] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,848] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP4.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,848] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,848] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP2.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,848] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP4.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP1.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP3.mLb.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP3.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP3.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP4.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP1.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP3.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP2.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP4.mLb.mkD.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_replicate/LG_EC_ATAC.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_replicate/BR_EC_ATAC.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Skipping './alignment/merged_replicate/LV_EC_ATAC.mRp.clN.sorted.bam.stats' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,849] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/BR_EC_ATAC_REP3_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,907] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/BR_EC_ATAC_REP4_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,915] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/LG_EC_ATAC_REP2_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,923] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/BR_EC_ATAC_REP1_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,927] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/BR_EC_ATAC_REP2_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,945] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/LG_EC_ATAC_REP3_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,984] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/LG_EC_ATAC_REP4_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:40,987] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/LV_EC_ATAC_REP1_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:41,011] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/LV_EC_ATAC_REP2_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:41,032] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/LV_EC_ATAC_REP3_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:41,047] multiqc.modules.base_module                        [DEBUG  ]  samtools/stats - Selecting './alignment/library/LG_EC_ATAC_REP1_T1.Lb.sorted.bam.stats' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,734] multiqc.modules.samtools.samtools                  [INFO   ]  Found 11 stats reports
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP4.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP3.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/LV_EC_ATAC_REP3.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP4.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP1.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/LG_EC_ATAC_REP2.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/filtered/BR_EC_ATAC_REP3.mLb.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP3.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP4.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/LV_EC_ATAC_REP2.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP3.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP3.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/BR_EC_ATAC_REP1.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,735] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_library/unfiltered/LG_EC_ATAC_REP4.mLb.mkD.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,736] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_replicate/BR_EC_ATAC.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,736] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_replicate/LG_EC_ATAC.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,736] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Skipping './alignment/merged_replicate/LV_EC_ATAC.mRp.clN.sorted.bam.flagstat' as it didn't match the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,736] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting './alignment/library/BR_EC_ATAC_REP1_T1.Lb.sorted.bam.flagstat' as it matched the path_filters for 'LIB: SAMTools'
[2024-03-26 18:43:42,741] multiqc.modules.base_module                        [DEBUG  ]  samtools/flagstat - Selecting './alignment/library/LV_EC_ATAC_REP2_T1.Lb.sorted.bam.flagstat' as it matched the path_filters for 'LIB: SAMTools'
